OBJECTID,BLD_ID,DEV_ID,DEV_NAME,NGHDNUM,POLICEDIVI,BLDG_POSTC,TOTAL_RESU,MRKT_UNIT,RGI_UNIT,YEAR_BUILT,BUILDING,BUILDFORM,FLR_ABV_GR,BLD_DESC,X,Y,LONGITUDE,LATITUDE
1475,4384,41,Sheppard Magellan,25,31,M3L 1Y4,12,0,12,1962,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304001.074,4844075.157,-79.509727,43.7386384
398,4298,31,Willowdale Avenue,51,32,M2N 5B4,10,0,10,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
1397,3812,97,Firgrove Crescent,25,31,M3N 2X6,30,0,30,1975,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303413.616,4845511.578,-79.517024,43.7515669
1344,3580,25,Edgeley Village Driftwood,24,31,M3N 2P8,6,0,6,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Sixplex,303456.964,4847092.901,-79.516489,43.7658011
1381,3589,3,Jane Milo,24,31,M3N 2K4,164,0,164,1971,High Rise,High Rise Apt. Bldg.Elevator,12,12 - Storey High Rise Apt. Bldg.,303162.909,4847028.675,-79.520141,43.7652223
222,4269,200,Lawrence Heights,31,32,M6A 2P1,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308999.315,4841970.356,-79.44769,43.7196811
374,5614,102,Northacres Apts.,31,32,M6A 2N7,16,0,16,1958,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,309119.817,4841983.823,-79.446192,43.719793
2141,3156,43,McCowan Rd.  (410),138,43,M1J 1J4,14,0,14,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,325681.891,4844486.839,-79.240549,43.7420517
1062,4784,308,Hubbard Blvd. (42),63,55,M4E 1A3,27,13,14,1928,Towns & Wkups,Walkup Apartment Building,3,3-Storey Walk-Up Apt. Bldg.,321485.456,4836307.452,-79.292902,43.668533
480,5517,124,McClain Park Apartments,122,41,M1N 1J4,350,0,350,1970,High Rise,High Rise Apt. Bldg.Elevator,17,17 - Storey High Rise Apt. Bldg.,324549.538,4839737.34,-79.254781,43.699331
524,4097,208,Warden Woods,121,41,M1L 1N6,7,0,7,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,322640.501,4840061.109,-79.278455,43.7022939
1509,3927,50,Flemingdon Park,44,54,M3C 1E8,8,0,8,1962,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,318316.753,4841861.181,-79.332056,43.718587
1528,3946,50,Flemingdon Park,44,54,M3C 1C2,10,0,10,1962,Towns & Wkups,Townhouse Multiplex,3,3-Storey Townhouse Sixplex,318614.234,4841669.926,-79.328369,43.7168599
491,4344,1,O'Connor Drive,43,54,M4A 1A5,8,0,8,1966,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,320878.491,4841686.897,-79.300269,43.7169676
1622,3616,48,Allenbury Gardens,47,33,M2J 2Z2,12,0,12,1965,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,317461.24,4848757.699,-79.342512,43.7806797
1646,4324,39,Roywood Drive,45,33,M3A 2E8,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,318010.898,4846822.327,-79.33573,43.7632496
1668,3508,79,Sheppard Birchmount 1,118,42,M1T 2G7,8,0,8,1969,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,320667.272,4848971.045,-79.302676,43.7825385
1478,4387,41,Sheppard Magellan,25,31,M3L 1Y4,20,0,20,1962,Towns & Wkups,Townhouse Centre Hall Mulrifam.,2,2 - Storey Townhouse Centre Hall,304001.074,4844075.157,-79.509727,43.7386384
407,4307,31,Willowdale Avenue,51,32,M2N 5B4,12,0,12,1962,Towns & Wkups,Townhouse Centre Hall  Multifam.,2,2 - Storey Townhouse Centre Hall Multifam,312433.59,4848381.318,-79.404978,43.7773607
1388,3805,97,Firgrove Crescent,25,31,M3N 2W8,18,0,18,1975,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Multifam,303417.474,4845624.541,-79.516976,43.7525837
1420,3672,12,Sheppard Yatescastle,25,31,M3L 1Y7,12,0,12,1963,Towns & Wkups,Townhouse Back to Back Multifam.,2,2 - Storey Townhouse Back to Back Multifam,304065.955,4844244.323,-79.508921,43.7401613
1443,3763,44,Yorkwoods Village,25,31,M3N 1J1,9,0,9,1963,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse Fourplex,303947.961,4845172.226,-79.510385,43.7485047
1249,5559,164,Moore Place,99,53,M4P 2Z4,185,1,184,1983,High Rise,High Rise Apt. Bldg.Elevator,10,10 - Storey High Rise Apt. Bldg.,313661.101,4840771.193,-79.389854,43.7088453
1360,3574,25,Edgeley Village Driftwood,24,31,M3N 2P9,14,0,14,1967,Towns & Wkups,Townhouse Multiplex,2,2 - Storey Townhouse,303620.684,4847445.937,-79.514456,43.7689792
1376,3563,325,Edgeley Village Shoreham,24,31,M3N 1T4,29,0,29,1967,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,303339.097,4847674.627,-79.517955,43.7710371
290,4237,200,Lawrence Heights,32,32,M6A 2N3,31,0,31,1957,Towns & Wkups,Walkup Apartment Building,3,3 - Storey Walk-Up Apt. Bldg.,309401.704,4841852.977,-79.442697,43.7186221
371,5611,102,Northacres Apts.,32,32,M6A 2N4,16,0,16,1958,Towns & Wkups,Walkup Apartment Building,2,2 - Storey Walk-Up Apt. Bldg.,309408.574,4842029.496,-79.442611,43.720211
284,4261,200,Lawrence Heights,31,32,M6A 2P2,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,308916.241,4842018.312,-79.448721,43.7201132
1235,5469,405,Bathurst Eglinton,102,53,M5N 1G1,40,12,28,1941,Low Rise,Low Rise Apt. Bldg.Elevator,4,4 - Storey Low Rise Apt. Bldg.,310816.559,4839950.457,-79.42516,43.7014864
986,4710,838,SHOP Houses CHU 12,68,55,M4K 1H1,6,0,6,1910,Houses,House Detached Multiplex,3,3 - Storey Detached House -Sixplex,317411.671,4836871.461,-79.343406,43.6736897
1054,90111,304,Greenwood Walpole,65,55,M4L 3W5,16,8,8,1987,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,318667.171,4837019.297,-79.327832,43.6749982
1029,4914,380,Trefann Court,72,51,M5A 3E8,8,5,3,1979,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,315943.294,4835050.399,-79.361653,43.6573211
2211,80312,923,Oak St. (1),72,51,M5A 0A7,17,0,17,2011,Towns & Wkups,Stacked Townhouse,3,3 - Storey Stacked Townhouse,315748.165,4835470.98,-79.36406,43.6611012
1314,4836,336,South St. Jamestown 2,71,51,M4X 1G9,10,0,10,1880,Houses,House Row Multiplex,2,2 - Storey Row House - Multiplex,315227.364,4836208.935,-79.370506,43.6677598
1009,3244,88,Moss Park,73,51,M5A 1W5,300,1,299,1964,High Rise,High Rise Apt. Bldg.Elevator,16,16 - Storey High Rise Apt. Bldg.,315513.091,4834942.867,-79.366988,43.6563595
617,5824,434,Frankel Lambert 2 Melita Cr.(470),94,13,M6G 3Y1,37,21,16,1980,Mid Rise,Mid Rise Apt. Bldg.Elevator,5,5 - Storey Mid Rise Apt. Bldg.,310698.713,4836703.584,-79.426656,43.672262
2056,5535,141,Louise Towers,106,13,M6C 3Z6,99,0,99,1977,High Rise,High Rise Apt. Bldg.Elevator,9,9 - Storey High Rise Apt. Bldg.,311072.831,4838093.652,-79.422001,43.6847713
561,4372,206,Scarlettwood,8,23,M9P 1T1,6,0,6,1963,Towns & Wkups,Townhouse Sixplex,2,2 - Storey Townhouse,303502.058,4838990.682,-79.515905,43.6928609
1763,3495,76,Finch Birchmount,117,42,M1T 2Z7,11,0,11,1969,Towns & Wkups,Townhouse Multiplex,3,3 - Storey Townhouse,320599.66,4850651.981,-79.303467,43.7976702
229,4203,200,Lawrence Heights,32,32,M6A 2M5,6,0,6,1957,Towns & Wkups,Townhouse Multiplex,2,2-Storey Townhouse Sixplex,309380.965,4842274.361,-79.442951,43.7224152
2192,74473,334,Rivertowne,70,55,M4M 2S7,34,0,34,2010,Towns & Wkups,Stacked Townhouse Multifam.,3,3 - Storey Stacked Townhouse,316658.571,4835542.325,-79.352774,43.661738
779,5504,495,Larch St. (15),78,52,M5T 3J6,22,9,13,1993,Towns & Wkups,Stacked Townhouse Duplex,3,3 - Storey Stacked Townhouse,313094.595,4834515.386,-79.396979,43.652543
